qid,idx_old,question_old,gold_old,pred_old,f1_old,p_old,r_old,time_old,pred_new,f1_new,p_new,r_new,time_new,delta_f1,delta_time,delta_t,category
5ae27f22554299495565da8d,1216,In what year was the mathematician husband of Anneli Cahn Lax born?,1926,1926,1.0,1.0,1.0,8.18,"He has made important contributions to integrable systems, fluid dynamics and shock waves, solitonic physics, hyperbolic conservation laws, and mathematical and scientific computing, among other fields",0.0,0.0,0.0,7.99,-1.0,-0.1899999999999995,-0.1899999999999995,实体跑偏/证据跑偏
5ac2680055429963665199a8,1217,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,Chaplain,Chaplain,1.0,1.0,1.0,8.19,Chaplain to the Forces,0.5,0.33,1.0,7.59,-0.5,-0.5999999999999996,-0.5999999999999996,多余解释/冗余输出（Precision掉）
5ac5275755429924173fb617,1230,"Because Marc Shiller was born in Beunos Aires in 1957, but is a resident of the United States, what ethnic group does he belong to?",Argentine Americans,Italian Americans,0.5,0.5,0.5,8.52,Argentinian American,0.0,0.0,0.0,7.83,-0.5,-0.6899999999999995,-0.6899999999999995,实体跑偏/证据跑偏
5ab3b2c4554299233954ff8a,1234,Chapter 27 is a 2007 film depicting the murder of John Lennon by someone who remained at the crime scene after the murder reading what novel?,The Catcher in the Rye,The Catcher in the Rye,1.0,1.0,1.0,8.15,"J. D. Salinger's novel ""The Catcher in the Rye",0.6,0.43,1.0,7.86,-0.4,-0.29,-0.29000000000000004,多余解释/冗余输出（Precision掉）
5abdb8ba5542993f32c2a015,1241,Maggie May is a musical based on a folk song about a prostitute who robbed whom?,sailor,a sailor,1.0,1.0,1.0,7.91,a sailor coming home from a round trip,0.29,0.17,1.0,7.71,-0.71,-0.2000000000000001,-0.20000000000000018,实体跑偏/证据跑偏
5ab90f5755429934fafe6e57,1242,The R241 road is in a county in what Republic?,Ireland,Ireland,1.0,1.0,1.0,9.21,County Donegal,0.0,0.0,0.0,9.16,-1.0,-0.0500000000000007,-0.05000000000000071,实体跑偏/证据跑偏
5a8b448255429971feec468c,1252,"Stephen Graham starred in a film in 2006, directed by whom?",directed by Shane Meadows,Shane Meadows,0.67,1.0,0.5,8.4,This Is England,0.0,0.0,0.0,7.75,-0.67,-0.6500000000000004,-0.6500000000000004,实体跑偏/证据跑偏
5ae305355542992decbdcdc2,1255,What season three X Factor winner has worked with songwriter Ryan Tedder?,Leona Lewis,Leona Lewis,1.0,1.0,1.0,8.22,"She was born and raised in the London Borough of Islington, London, where she attended the BRIT School for Performing Arts and Technology",0.0,0.0,0.0,8.18,-1.0,-0.0400000000000009,-0.040000000000000924,同义词/别名未规范化
5a8530cc5542992a431d1aeb,1256,The university which David R. Marchant was a member of in 1994 is located in what city?,Orono,Orono,1.0,1.0,1.0,8.19,"Orono, Maine",0.67,0.5,1.0,7.55,-0.3299999999999999,-0.6399999999999997,-0.6399999999999997,多余解释/冗余输出（Precision掉）
5abeafbb5542997ec76fd347,1259,"Between the documentaries The Staten Island Catapult and Frida, en trotjänarinna which came first?","Frida, en trotjänarinna","Frida, en trotjänarinna",1.0,1.0,1.0,8.15,1999,0.0,0.0,0.0,7.5,-1.0,-0.6500000000000004,-0.6500000000000004,实体跑偏/证据跑偏
5a7c68575542996dd594b91c,1261,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,Fade to Black,1.0,1.0,1.0,7.8,"the sequel to the 1992 video game ""Flashback",0.22,0.17,0.33,7.53,-0.78,-0.2699999999999996,-0.2699999999999996,实体跑偏/证据跑偏
5a7741775542994aec3b724f,1266,What is the name of the character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas?,Aubrey Posen,Aubrey Posen,1.0,1.0,1.0,7.94,Anna Camp,0.0,0.0,0.0,7.64,-1.0,-0.3000000000000007,-0.3000000000000007,实体跑偏/证据跑偏
5a8a1b7a5542992d82986ec0,1268,"Where did the father of Edward Garrison Walker live when he wrote ""An Appeal to the Coloured Citizens of the World""?",Boston,Boston,1.0,1.0,1.0,7.77,"Boston, Massachusetts",0.67,0.5,1.0,7.52,-0.3299999999999999,-0.25,-0.25,多余解释/冗余输出（Precision掉）
5a8a0cb75542992d82986e7d,1284,How long is the tidal estuary in which Branford is a shoreline town?,110 miles,110 miles,1.0,1.0,1.0,8.21,"From east to west, the sound stretches 110 miles (177 km)",0.33,0.2,1.0,7.92,-0.6699999999999999,-0.2900000000000009,-0.2900000000000009,多余解释/冗余输出（Precision掉）
5abbc96755429931dba1452c,1286,"How many records had the team sold before performing ""aint thinkin' 'bout you""?",three million copies worldwide,Three million,0.67,1.0,0.5,8.07,,0.0,0.0,0.0,7.52,-0.67,-0.5500000000000007,-0.5500000000000007,空输出/解析失败
5ade664555429939a52fe89c,1287,WSCV's transmitter is located near this stadium located in which suburb?,"Miami Gardens, Florida,",north Miami-Dade County,0.29,0.25,0.33,9.12,Hard Rock Stadium in north Miami-Dade County,0.18,0.12,0.33,8.13,-0.1099999999999999,-0.9899999999999984,-0.9899999999999984,实体跑偏/证据跑偏
5ab7ccf455429928e1fe3910,1291,What was the 2010 population of the town where Lake George Avenue Historic District is located?,"5,042","5,042",1.0,1.0,1.0,7.99,"The population was 5,042",0.5,0.33,1.0,7.75,-0.5,-0.2400000000000002,-0.2400000000000002,多余解释/冗余输出（Precision掉）
5ab4f7fc5542991779162d43,1296,Kete Krachi is a town in what region?,Volta,Volta Region,0.67,0.5,1.0,8.4,The Volta Region of Ghana,0.4,0.25,1.0,7.66,-0.27,-0.7400000000000002,-0.7400000000000002,实体跑偏/证据跑偏
5ae0d3da5542990adbacf66d,1297,Which Prince of Bismarcks EMS dispatch incited France to declare the Franco-Prussian War in July 1870,Otto Eduard Leopold,Otto von Bismarck,0.33,0.33,0.33,8.52,The Ems Dispatch,0.0,0.0,0.0,7.61,-0.33,-0.9099999999999993,-0.9099999999999993,实体跑偏/证据跑偏
5add92885542990dbb2f7e72,1315,How did the chairman of the Luthuanian Union of Actors discribe the star of the film Redirected?,one of Lithuania's most talented actors,One of Lithuania's most talented actors,1.0,1.0,1.0,8.14,"he was one of Lithuania's most talented actors, both in comedy and drama",0.63,0.46,1.0,7.67,-0.37,-0.4700000000000006,-0.47000000000000064,多余解释/冗余输出（Precision掉）
5ac294b955429921a00aafd0,1318,"Which magazine was created first, Macworld or Soaps In Depth?",Macworld,Macworld (1984),0.67,0.5,1.0,8.55,A,0.0,0.0,0.0,7.59,-0.67,-0.9600000000000009,-0.9600000000000009,实体跑偏/证据跑偏
5ae835f25542997ec272776f,1322,Charles Barkley changed his jersey number to #32 in honor of a player born in which year ?,1959,1959,1.0,1.0,1.0,8.27,Magic Johnson,0.0,0.0,0.0,7.8,-1.0,-0.4699999999999997,-0.46999999999999975,实体跑偏/证据跑偏
5a7a030c5542996a35c17077,1328,J.B. Scotts located on this 11 mile stretch in Albany New York and is also known by this name in Schenectady County?,State Street,State Street,1.0,1.0,1.0,8.15,"Central Avenue (Albany, New York)",0.0,0.0,0.0,7.79,-1.0,-0.3600000000000003,-0.3600000000000003,同义词/别名未规范化
5ae5a4e5554299546bf82f01,1330,"Which writer of ""Rewrite This Story"" are an American songwriting duo and composing team for musical theater, films, and television?",Pasek and Paul,Pasek and Paul,1.0,1.0,1.0,7.9,Benj Pasek and Justin Paul,0.75,0.6,1.0,7.47,-0.25,-0.4300000000000006,-0.4300000000000006,实体跑偏/证据跑偏
5a7c6d98554299683c1c6304,1349,What ABC television series was inspired by a 2011 film and cast Dominic Cooper as young Howard Stark?,Agent Carter,Agent Carter,1.0,1.0,1.0,7.75,Marvel's Agent Carter,0.8,0.67,1.0,7.22,-0.1999999999999999,-0.5300000000000002,-0.5300000000000002,多余解释/冗余输出（Precision掉）
5ab864945542990e739ec8e1,1350,Substorm was described in qualitative terms by a scientist nominated for what seven times?,Nobel Prize,Nobel Prize,1.0,1.0,1.0,8.13,He is best remembered as the person whose theories of atmospheric electric currents elucidated the nature of the aurora borealis,0.0,0.0,0.0,7.91,-1.0,-0.2200000000000006,-0.22000000000000064,实体跑偏/证据跑偏
5abb7ea4554299642a094a96,1363,When was the earliest film of High School and The Thorn in the Heart shot?,1968,1968,1.0,1.0,1.0,8.05,It was shot over five weeks in March and April 1968,0.17,0.09,1.0,7.72,-0.83,-0.3300000000000009,-0.33000000000000096,多余解释/冗余输出（Precision掉）
5ab94cca554299753720f7dd,1364,"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",2006,2006,1.0,1.0,1.0,8.0,Blood on the Dance Floor,0.0,0.0,0.0,7.61,-1.0,-0.3899999999999997,-0.3899999999999997,实体跑偏/证据跑偏
5a77846f5542995d83181187,1368,Which 50th Congressional District representative was Brent Roger Wilkes connected to in a scandal?,Duke Cunningham,Duke Cunningham,1.0,1.0,1.0,7.86,United States House of Representatives from California's 50th Congressional District,0.0,0.0,0.0,7.65,-1.0,-0.2099999999999999,-0.20999999999999996,实体跑偏/证据跑偏
5a7d7d895542995f4f402281,1373,"As the oldest player in the NFL, this football player is the only player ever to have accomplished what?","score 1,000 points with two different teams","score 1,000 points with two different teams",1.0,1.0,1.0,8.13,"He is the only player ever to score 1,000 points with two different teams",0.7,0.54,1.0,7.61,-0.3,-0.5200000000000005,-0.5200000000000005,多余解释/冗余输出（Precision掉）
5abd6a7455429933744ab7c5,1378,"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?",The Panther,Panther,1.0,1.0,1.0,8.26,Panther tank,0.67,0.5,1.0,7.7,-0.3299999999999999,-0.5599999999999996,-0.5599999999999996,实体跑偏/证据跑偏
5ac25fa955429951e9e6858c,1387,what is the principal activity of the company  which holds that which  Robert Melville previously worked with,"design, development, manufacture","design, development, manufacture and sale",0.75,0.6,1.0,8.31,"The design, development, manufacture and sale of vehicles bearing the Jaguar and Land Rover (including Range Rover) marques",0.32,0.19,1.0,7.72,-0.43,-0.5900000000000007,-0.5900000000000007,实体跑偏/证据跑偏
5a8077ca5542992bc0c4a729,1388,"Abraham Lokin was born on an archipelago between the Norwegian Sea and North Atlantic, that is about 200 miles north-northwest of where?",Scotland,Scotland,1.0,1.0,1.0,7.88,mainland Scotland,0.67,0.5,1.0,7.57,-0.3299999999999999,-0.3099999999999996,-0.3099999999999996,多余解释/冗余输出（Precision掉）
5ac397fe554299218029dbe2,1389,"Prior to playing for Michigan State, Keith Nichol played football for a school located in what city?",Norman,Norman,1.0,1.0,1.0,7.89,Oklahoma Sooners,0.0,0.0,0.0,7.59,-1.0,-0.2999999999999998,-0.2999999999999998,实体跑偏/证据跑偏
5a8e69565542990e94052afb,1394,"How many Grammy Award nominations has the musician who Graham Maby has recorded and toured with since his first album, and whose first release was ""Is She Really Going Out with Him"", won?",5,5,1.0,1.0,1.0,7.76,He has won 5 Grammy Award nominations,0.25,0.14,1.0,7.62,-0.75,-0.1399999999999996,-0.13999999999999968,多余解释/冗余输出（Precision掉）
5a9068f85542990a98493623,1396,What was the nickname of the 76er who was drafted 3rd in the 2014 draft?,The Process,The Process,1.0,1.0,1.0,7.97,"Joel Hans Embiid has nicknamed himself ""The Process",0.25,0.14,1.0,7.71,-0.75,-0.2599999999999998,-0.2599999999999998,多余解释/冗余输出（Precision掉）
5a8e40f65542995a26add498,1399,This cabin built in 1925 is located in a park encompasses over 1 million acre and includes parts of two what?,mountain ranges,mountain ranges,1.0,1.0,1.0,8.04,mountain ranges (sub-ranges of the Rocky Mountains),0.44,0.29,1.0,7.9,-0.56,-0.1399999999999988,-0.1399999999999988,多余解释/冗余输出（Precision掉）
5a85db6e5542994c784ddb96,1408,What is the student body for Ron Johnson's alma mater?,"37,776","37,776",1.0,1.0,1.0,8.44,"its student body numbering 37,776 for the Fall 2016 semester",0.2,0.11,1.0,7.96,-0.8,-0.4799999999999995,-0.47999999999999954,多余解释/冗余输出（Precision掉）
5a7da0de5542990b8f5039d7,1418,"Who was born earlier, Robert Mulligan or James Foley?",Robert Patrick Mulligan,Robert Mulligan,0.8,1.0,0.67,8.02,James Foley,0.0,0.0,0.0,7.62,-0.8,-0.3999999999999994,-0.39999999999999947,实体跑偏/证据跑偏
5a7e283655429965cec5eaab,1427,"The founder of this Canadian owned, American manufacturer of business jets for civilian and military developed this portable tape system.",8-track,8-track cartridge,0.8,0.67,1.0,7.87,"He also invented the battery eliminator for the B battery, and developed the 8-track cartridge, an audio tape system",0.22,0.12,1.0,8.14,-0.5800000000000001,0.2700000000000004,0.27000000000000046,数字/单位格式不一致（值相同）
5ac0d5cf554299294b219026,1433,An American Werewolf in Paris was a partial sequel to the comedy film starring whom?,"David Naughton, Jenny Agutter and Griffin Dunne",David Naughton,0.44,1.0,0.29,8.43,An American Werewolf in London,0.0,0.0,0.0,7.62,-0.44,-0.8099999999999996,-0.8099999999999996,实体跑偏/证据跑偏
5a8a756555429970aeb702f2,1434,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,Wildwood,Wildwood,1.0,1.0,1.0,7.73,"Wildwood, Illinois",0.67,0.5,1.0,7.4,-0.3299999999999999,-0.33,-0.33000000000000007,多余解释/冗余输出（Precision掉）
5ab6c5be55429954757d336c,1436,The character Jack from While You Were Sleeping was born in what year?,1953,1953,1.0,1.0,1.0,7.87,"He has since gone on to star in other films, such as ""While You Were Sleeping"" (1995), ""Casper"" (1995), ""Independence Day"" (1996) and ""Lost Highway"" (1997)",0.0,0.0,0.0,8.22,-1.0,0.3500000000000005,0.35000000000000053,数字取值错误（值不同）
5adf27775542993344016c00,1439,"How many pornographic films did the actress, who co-hosted the 29th AVN Awards with Dave Attell and Sunny Leone, appear in ?",281,Over 281,0.67,0.5,1.0,8.23,She performed in over 281 pornographic films,0.25,0.14,1.0,7.7,-0.42,-0.5300000000000002,-0.5300000000000002,数字/单位格式不一致（值相同）
5ac2a23a55429967731025cc,1443,"Which semi-retired professional wrestler appeared in ""Final Score?""",David Michael Bautista Jr.,Dave Bautista,0.33,0.5,0.25,8.37,Scott Thompson,0.0,0.0,0.0,7.52,-0.33,-0.8499999999999996,-0.8499999999999996,实体跑偏/证据跑偏
5ab7ee895542995dae37e9f6,1447,What is the happiest town Sarasota county Florida?,Venice,Venice,1.0,1.0,1.0,7.9,Venice is a top 10 Happiest Seaside Towns by Coastal Living,0.18,0.1,1.0,7.77,-0.8200000000000001,-0.1300000000000007,-0.13000000000000078,多余解释/冗余输出（Precision掉）
5a8466a75542993344746108,1458,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,"""Alceste""",Alceste,1.0,1.0,1.0,7.89,Orfeo ed Euridice,0.0,0.0,0.0,7.62,-1.0,-0.2699999999999996,-0.2699999999999996,实体跑偏/证据跑偏
5a75f32055429976ec32bcb7,1459,"This actor born August 26, 1909 stared in the tv show "" The Cowboys "".",Jim Davis,Jim Davis,1.0,1.0,1.0,7.96,Jim Davis (actor),0.8,0.67,1.0,7.37,-0.1999999999999999,-0.5899999999999999,-0.5899999999999999,多余解释/冗余输出（Precision掉）
5a8d0be85542994ba4e3dbb2,1464,Maryland Jockey Club operates a race track in the largest municipality in which Maryland county?,Prince George's County,Prince George's County,1.0,1.0,1.0,8.13,"Bowie is a city in Prince George's County, Maryland",0.55,0.38,1.0,7.79,-0.4499999999999999,-0.3400000000000007,-0.34000000000000075,多余解释/冗余输出（Precision掉）
5adca5eb5542994d58a2f693,1466,Kevin Watson currently manages which Southern League football team?,Bishop's Stortford,Bishop's Stortford,1.0,1.0,1.0,7.95,Bishop's Stortford Football Club,0.67,0.5,1.0,7.79,-0.3299999999999999,-0.1600000000000001,-0.16000000000000014,多余解释/冗余输出（Precision掉）
5a80762a5542996402f6a536,1469,What team does the new manager who made considerable changes to the Celtic team for the 2010-11 season head coach for?,Scottish Premiership club Hibernian,Hibernian,0.4,1.0,0.25,8.5,Celtic F.C,0.0,0.0,0.0,7.87,-0.4,-0.6299999999999999,-0.6299999999999999,实体跑偏/证据跑偏
5a8bf6cf5542995e66a47525,1470,In what season of the Simpson's does Lisa convert to Buddhism?,"""The Simpsons""' thirteenth season",Thirteenth,0.5,1.0,0.33,8.55,She of Little Faith,0.0,0.0,0.0,7.88,-0.5,-0.6700000000000008,-0.6700000000000008,实体跑偏/证据跑偏
5abc091555429965836003f6,1476,Which of Darren Aronofsky's movies is based on a Russian ballet?,Swan Lake,Black Swan,0.5,0.5,0.5,8.45,Black Swan (film),0.4,0.33,0.5,7.96,-0.0999999999999999,-0.4899999999999993,-0.4899999999999993,实体跑偏/证据跑偏
5ae454355542996836b02c77,1479,"How many albums have been released by the same band that released the ""Trance"" EP?",4 albums,4,0.67,1.0,0.5,8.22,"Signed to The End Records (for the United States) and Germany's Massacre Records (for Europe), the band has released 4 albums and 1 EP",0.17,0.1,1.0,7.67,-0.5,-0.5500000000000007,-0.5500000000000007,数字/单位格式不一致（值相同）
5ae01fcf554299025d62a411,1483,What type of students attend the school adjacent to Pilgram Hospital?,girls aged 11 to 18,Girls aged 11-18,0.89,1.0,0.8,7.85,selective grammar school and sixth form college for girls,0.14,0.11,0.2,7.43,-0.75,-0.4199999999999999,-0.41999999999999993,实体跑偏/证据跑偏
5aba6f3e55429955dce3ee21,1491,Li Yitong made her television debut on which network?,Dragon TV,Dragon TV,1.0,1.0,1.0,7.39,"She made her acting debut with a leading role in the web series ""Demon Girl"" by Yu Zheng",0.0,0.0,0.0,7.71,-1.0,0.3200000000000003,0.3200000000000003,同义词/别名未规范化
5abef8fd5542990832d3a111,1498,The evil clown is a subversion of the traditional comic clown character with the modern archetype popularised by a book that follows the experiences of how many children?,seven,seven,1.0,1.0,1.0,7.7,seven children,0.67,0.5,1.0,7.45,-0.3299999999999999,-0.25,-0.25,多余解释/冗余输出（Precision掉）
5ab78a445542992aa3b8c826,1503,"How many records did the singer who sang ""Four Seasons of Love"" sell worldwide?",140 million,Over 140 million,0.8,0.67,1.0,7.79,She also charted four number-one singles in the U.S. within a 12-month period,0.0,0.0,0.0,7.64,-0.8,-0.1500000000000003,-0.15000000000000036,数字取值错误（值不同）
5a727e1b5542991f9a20c497,1504,"In which song was written by singer-songwriter Taylor Swift and shares the optimistic lyrical message to a song called ""Yodel It!""?",Shake It Off,Shake It Off,1.0,1.0,1.0,8.06,"Taylor Swift's ""Shake It Off"" (2014)",0.67,0.5,1.0,7.78,-0.3299999999999999,-0.2800000000000002,-0.28000000000000025,多余解释/冗余输出（Precision掉）
5ab2e3a35542991669774124,1516,The Pioneer Helmet and the Benty Grange helmet are linked because of which feature?,A simple iron boar crest,Boar-crested helm,0.29,0.33,0.25,8.72,associating it with,0.0,0.0,0.0,7.93,-0.29,-0.7900000000000009,-0.7900000000000009,实体跑偏/证据跑偏
5ac3e80b554299076e296ccd,1517,What sport is featured in the film in which Kwon Yu-ri made her film debut ?,swimming,Swimming,1.0,1.0,1.0,8.47,competitive swimming,0.67,0.5,1.0,8.21,-0.3299999999999999,-0.2599999999999998,-0.2599999999999998,多余解释/冗余输出（Precision掉）
5ae7ff745542994a481bbe6e,1523,"When was the track from which a sample was featured in ""Take Me to the Clouds Above"" released?",16 March 1987,1987,0.5,1.0,0.33,8.43,How Will I Know by Whitney Houston,0.0,0.0,0.0,7.38,-0.5,-1.0499999999999998,-1.0499999999999998,实体跑偏/证据跑偏
5ae394e05542990afbd1e18d,1524,"""The Fixer"" is a song from an album produced by who ?",Brendan O'Brien,Brendan O'Brien,1.0,1.0,1.0,8.01,producer Brendan O'Brien,0.8,0.67,1.0,7.67,-0.1999999999999999,-0.3399999999999998,-0.33999999999999986,多余解释/冗余输出（Precision掉）
5ae5d06a55429929b08079b4,1528,From which team did the linebacker for four NFL teams between 1985-1996 get fired by on November 29?,The Jacksonville Jaguars,Jacksonville Jaguars,1.0,1.0,1.0,7.89,Oakland Raiders,0.0,0.0,0.0,7.55,-1.0,-0.3399999999999998,-0.33999999999999986,实体跑偏/证据跑偏
5a8cc8c2554299441c6b9efc,1531,When did the author of the book One More River is based on win the Nobel Prize?,1932,1932,1.0,1.0,1.0,8.02,14 August 1867 – 31 January 1933,0.0,0.0,0.0,7.75,-1.0,-0.2699999999999996,-0.2699999999999996,数字取值错误（值不同）
5ac5382c5542996feb3fea43,1546,"What year was the company, who released Forever Kingdom for PlayStation 2, founded?",1986,1986,1.0,1.0,1.0,8.0,November 1986,0.67,0.5,1.0,7.23,-0.3299999999999999,-0.7699999999999996,-0.7699999999999996,多余解释/冗余输出（Precision掉）
5ae3c5535542991a06ce9a20,1557,Radio shack made a line of computers in the 1980's which was marketed as the TRS-80 Color Computer or the Interact Home Computer?,TRS-80 Color Computer,TRS-80 Color Computer,1.0,1.0,1.0,7.86,The Radio Shack TRS-80 Color Computer (also marketed as the Tandy Color Computer and affectionately nicknamed CoCo),0.4,0.25,1.0,8.01,-0.6,0.1499999999999994,0.14999999999999947,多余解释/冗余输出（Precision掉）
5ac5484d5542994611c8b48d,1561,According to the 2011 census what is the population of the city where Royal Wahingdoh F.C. are based ?,"143,007","143,007",1.0,1.0,1.0,8.01,"said that the rolling hills around the town reminded the European settlers of Scotland. Hence, they would also refer to it as the ""Scotland of the East",0.0,0.0,0.0,7.67,-1.0,-0.3399999999999998,-0.33999999999999986,实体跑偏/证据跑偏
5a80735b554299485f5985f3,1564,What location under Charing Cross railway station did G-A-Y move to?,venue Heaven,Heaven,0.67,1.0,0.5,8.27,underneath Charing Cross railway station,0.0,0.0,0.0,7.55,-0.67,-0.7199999999999998,-0.7199999999999998,实体跑偏/证据跑偏
5a8b3f8a5542995d1e6f131f,1568,"What company did a man who hired Sioux Falls architect Wallace L. Dow to build a home in Worthing, Minnesota found?",Dayton's department store,Dayton's,0.5,1.0,0.33,7.83,George D. Dayton House,0.0,0.0,0.0,7.72,-0.5,-0.1100000000000003,-0.11000000000000032,实体跑偏/证据跑偏
5ab7c3df5542993667794003,1572,"Steve Uzelac played football for which league located in Preston, Lancashire?",North End Football Club,Preston North End,0.57,0.67,0.5,8.32,Football League,0.33,0.5,0.25,7.56,-0.2399999999999999,-0.7600000000000007,-0.7600000000000007,实体跑偏/证据跑偏
5ac173295542994ab5c67d45,1577,What occupation do Graham Streeter and Geir Hansteen Jörgensen both have in common.,film director,Film director,1.0,1.0,1.0,8.24,"film director, screenwriter and cinematographer",0.57,0.4,1.0,7.64,-0.43,-0.6000000000000005,-0.6000000000000005,多余解释/冗余输出（Precision掉）
5ac1ff2255429964131be2b3,1578,In the 2011 census what was the population of suburban area in which BA Connect is headquartered ?,"26,788","26,788",1.0,1.0,1.0,7.63,"The population at the 2011 census was 26,788",0.29,0.17,1.0,7.73,-0.71,0.1000000000000005,0.10000000000000053,多余解释/冗余输出（Precision掉）
5a771de05542993569682cc8,1581,What is the name of the popular shopping destination located close to the Taj Mahal and Agra Fort in India?,Sadar Bazaar,Sadar Bazaar,1.0,1.0,1.0,8.04,"Sadar Bazaar, Agra",0.8,0.67,1.0,7.64,-0.1999999999999999,-0.3999999999999994,-0.39999999999999947,多余解释/冗余输出（Precision掉）
5ae7ed9555429952e35ea9e6,1584,The Italian surname Bellini is normally written after what names?,given names,Given names,1.0,1.0,1.0,7.69,A name,0.0,0.0,0.0,7.53,-1.0,-0.1600000000000001,-0.16000000000000014,实体跑偏/证据跑偏
5ae0f97a5542997b2ef7d0c1,1589,"Which University was founded earlier, Pennsylvania State University or Queen's University?",Queen's University,Queen's University,1.0,1.0,1.0,7.91,Pennsylvania State University,0.4,0.33,0.5,7.77,-0.6,-0.1400000000000005,-0.14000000000000057,实体跑偏/证据跑偏
5ae5b971554299546bf82f3a,1596,What county was Matt Herr raised in?,Bergen,Bergen,1.0,1.0,1.0,8.09,"Alpine, New Jersey",0.0,0.0,0.0,7.57,-1.0,-0.5199999999999996,-0.5199999999999996,实体跑偏/证据跑偏
5ae527945542993aec5ec167,1599,The youngest male model ever to participate in Seoul Fashion Week stars with Park Hae-jin and Kang So-ra ina tv series that last aired on what date?,"July 8, 2014","July 8, 2014",1.0,1.0,1.0,8.42,"He debuted in 2005 as a runway model, becoming the youngest male model ever to participate in Seoul Fashion Week",0.0,0.0,0.0,8.07,-1.0,-0.3499999999999996,-0.34999999999999964,数字取值错误（值不同）
5ae47df15542996836b02cba,1603,Who directed the film which had Luke Goss playing the role of Jared Nomak ?,"Guillermo del Toro,",Guillermo del Toro,1.0,1.0,1.0,8.15,Kevin Carraway,0.0,0.0,0.0,7.67,-1.0,-0.4800000000000004,-0.4800000000000004,实体跑偏/证据跑偏
5a7cffb755429907fabef09f,1605,What character played by Laurence Olivier in 1969 was an officer in the Royal Air Force,Hugh Dowding,Hugh Dowding,1.0,1.0,1.0,8.09,Air Chief Marshal Hugh Caswall Tremenheere Dowding,0.44,0.29,1.0,7.81,-0.56,-0.2800000000000002,-0.28000000000000025,实体跑偏/证据跑偏
5a776fc15542997042120a3a,1609,What is the mascot of the oldest private university in Georgia?,The Bears,Bears,1.0,1.0,1.0,7.84,Mercer Bears,0.67,0.5,1.0,7.54,-0.3299999999999999,-0.2999999999999998,-0.2999999999999998,实体跑偏/证据跑偏
5adf33965542993344016c20,1613,KSCW-DT is part of a duopoly with which virtual channel 12 in Wichita?,KWCH-DT,KWCH-DT,1.0,1.0,1.0,8.03,CBS affiliate KWCH-DT,0.67,0.5,1.0,8.01,-0.3299999999999999,-0.0199999999999995,-0.019999999999999574,多余解释/冗余输出（Precision掉）
5add4dd35542992ae4cec507,1616,How are Ceephax Acid Crew  and Squarepusher's music similar?,drum and bass electronic musician,Drum and bass electronic,0.89,1.0,0.8,7.86,"His compositions draw on a number of influences including drum and bass, acid house, jazz and electroacoustic music",0.27,0.18,0.6,7.69,-0.62,-0.1699999999999999,-0.16999999999999993,实体跑偏/证据跑偏
5a80c79155429938b61421da,1625,"How many seasons has a popular tv show had, in which one of the episodes is called Moho House?",28,28,1.0,1.0,1.0,7.86,The twenty-eighth season,0.0,0.0,0.0,7.45,-1.0,-0.4100000000000001,-0.41000000000000014,数字取值错误（值不同）
5a85fe2f5542996432c57165,1626,"What 2014 Academy Award winner guest starred in ""Emanuelle Goes to Dinosaur Land?",Julianne Moore,Julianne Moore,1.0,1.0,1.0,8.07,"She is particularly known for her portrayals of emotionally troubled women in both independent and Hollywood films, and has received many accolades, including the 2014 Academy Award for Best Actress",0.0,0.0,0.0,8.15,-1.0,0.08,0.08000000000000007,实体跑偏/证据跑偏
5ab64285554299637185c67c,1632,"George H. W. Bush,  a resident of West Oaks Subdivision in Houston Texas, became what number President in 1989?",41st,41st,1.0,1.0,1.0,7.96,The 41st President of the United States,0.33,0.2,1.0,7.52,-0.6699999999999999,-0.4400000000000004,-0.4400000000000004,多余解释/冗余输出（Precision掉）
5add3ccc5542997545bbbce5,1637,The Secret of Moonacre was directed by the founder of which animation studio?,Klasky Csupo,Klasky Csupo,1.0,1.0,1.0,8.06,Gábor Csupó,0.0,0.0,0.0,7.68,-1.0,-0.3800000000000008,-0.3800000000000008,实体跑偏/证据跑偏
5adf34955542993a75d26423,1640,"The American cable and satellite television channel that April ""Ape"" Margera appears upon is owned by whom?",Viacom Media Networks,Viacom Media Networks,1.0,1.0,1.0,7.83,MTV,0.0,0.0,0.0,7.46,-1.0,-0.3700000000000001,-0.3700000000000001,同义词/别名未规范化
5a801f215542992bc0c4a6b2,1650,the first woman to be the chef de mission of an Australian Olympic team won gold medal in which winter Olympics ?,2002 Winter Olympics,2002 Winter Olympics,1.0,1.0,1.0,7.94,The first time a woman is the chef de mission of any Australian Olympic team,0.0,0.0,0.0,7.8,-1.0,-0.1400000000000005,-0.14000000000000057,实体跑偏/证据跑偏
